1,126,1402,637,182,2,37,141,7,37,141,11,37,8841,0,0,0,0,0,0,0,
0,1391,7,722,159,434,2671,2672,480,2671,0,6932,6933,43,2401,2673,6934,0,0,0,0,
2,1,4,317,22,13490,56,23,131,283,120,25,22,18,1,0,1848,96,446,1,300,
0,1,0,1777,12,9433,3,8,411,9,1,0,2575,131,1955,9434,27,12,9435,0,0,
2,20,33,4494,87,12,24,132,30,74,10,4495,688,3,1057,148,4494,0,99,203,0,
3,424,0,11701,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,8246,150,8247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,8070,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2297,373,4,12044,3140,0,12045,12046,2297,1,20,45,15,12047,157,152,0,0,0,0,
0,1369,13863,75,0,13864,287,7,51,0,0,0,0,0,0,0,0,0,0,0,0,
3,38,270,6436,6437,64,231,1,0,1916,0,2543,2,6438,6439,2,6440,0,0,0,0,
3,13,3503,2,5,145,8,64,3504,204,275,64,3505,6,3504,67,4,5,0,0,0,
0,11383,621,457,62,11384,5180,254,2323,6,4,23,14,20,93,57,24,0,1355,0,0,
4,1345,70,359,523,73,91,369,2544,6442,0,699,6443,113,81,2545,27,0,0,0,0,
1,732,53,426,732,53,426,12,88,2706,29,682,1398,22,69,3,211,7062,73,0,0,
2,639,3718,31,3719,97,228,107,3720,639,6548,31,3719,69,6549,228,3,1332,6550,802,0,
3,369,7779,4191,7780,2863,7781,4192,162,7782,171,654,7783,644,1,7784,7785,0,0,0,0,
2,41,1826,1,225,85,3,4,1826,3,1699,91,35,84,9,0,0,0,0,0,0,
0,1426,13731,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,11887,7,278,793,43,97,3259,11888,202,7,4186,7,11889,11890,0,0,0,0,0,0,
1,10,911,34,11377,1136,5178,3072,53,11378,851,11379,11380,0,0,0,0,0,0,0,0,
2,32,24,11783,1623,386,2,4,11784,90,193,44,133,0,0,0,0,0,0,0,0,
4,41,2785,2,5,145,221,151,25,41,2785,0,2,48,647,0,199,6,0,0,0,
0,100,6250,6251,91,89,3588,1969,6,0,0,0,0,0,0,0,0,0,0,0,0,
3,11849,11850,0,11851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4550,66,2,32,0,380,4550,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,7762,5,395,86,514,7763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,8896,540,2778,4,8897,447,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,9858,883,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2144,7641,0,106,17,80,648,117,375,22,550,1422,4154,0,106,147,0,0,0,0,
2,40,45,128,49,1785,915,162,158,444,3,23,14266,49,14267,1,7,244,139,487,56,
3,40,45,96,8278,8279,8280,8281,8282,1228,8283,696,8284,8285,12,8286,8287,0,0,0,0,
3,1,1828,159,170,34,58,437,1828,29,12,7,5086,5087,0,0,0,0,0,0,0,
3,376,79,153,338,1285,0,512,479,10063,10064,105,376,79,153,338,1285,0,512,0,0,
2,1219,38,629,176,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,28,5095,1287,271,0,106,22,0,4798,5095,10984,74,89,9,0,0,0,0,0,0,
0,3325,1846,3326,5679,1502,8,1068,3325,1846,3326,5680,1502,8,1068,927,0,0,0,0,0,
4,406,0,1605,271,180,36,245,62,19,6296,472,6297,6,498,1332,6298,0,118,720,971,
0,2942,146,12898,723,919,12899,3751,43,4953,623,836,12900,987,1478,12901,1239,0,0,0,0,
1,3594,0,1308,3594,4,68,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,2220,11741,3,257,3252,4932,4,14,93,45,83,11742,3899,1158,640,1322,0,0,0,0,
0,93,115,939,4486,12019,621,12020,3,4058,26,5120,712,133,0,0,0,0,0,0,0,
4,17,1,2438,70,652,1152,690,10729,219,3079,12,2083,1013,4270,0,0,0,0,0,0,
4,16,10907,160,1710,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,13,4039,5,427,123,451,9,95,716,161,149,0,0,0,0,0,0,0,0,0,
2,4,5,304,16,1432,227,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,
1,2200,48,77,28,2576,233,123,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,13,3350,0,2726,372,136,2,35,401,173,401,173,1003,115,1288,484,0,0,0,0,
2,93,524,3261,5292,11,11950,11951,153,487,0,5257,11952,4,56,49,836,3261,1045,0,0,
0,52,1733,4202,14,17,7810,59,1709,59,1980,1615,4,230,7811,15,16,159,0,0,0,
3,5160,55,282,24,107,91,5,5160,55,246,11230,1745,188,1,5,418,0,0,0,0,
0,12634,628,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,810,2342,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9590,2,5,9591,43,9592,250,303,118,0,0,0,0,0,0,0,0,0,0,0,
0,1240,3233,13280,23,689,1386,663,2634,0,1385,1506,2,13281,356,1287,0,0,0,0,0,
4,2119,2417,0,95,96,361,57,32,19,140,1,2119,2417,0,455,101,11,647,2120,0,
3,1771,29,163,100,5209,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12861,79,263,562,12862,2258,514,2409,3584,1316,1156,491,230,0,740,0,0,0,0,0,
1,1400,3941,2,1401,6,83,112,3,81,423,16,1880,6,0,0,0,0,0,0,0,
3,105,1474,3302,13072,2383,2880,989,0,5393,0,13073,0,418,0,0,0,0,0,0,0,
3,2741,3985,733,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,7,2538,0,47,94,6423,0,2002,56,209,86,139,31,51,16,33,31,969,0,
1,137,2430,1,0,137,1701,29,4,2430,0,2602,210,2,956,5433,0,47,135,0,0,
3,12091,4,68,12092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,11583,132,5220,376,160,4257,11,84,2078,203,376,132,5220,399,95,11584,0,0,0,0,
0,11863,11864,4881,4340,125,2,5,1388,0,0,0,0,0,0,0,0,0,0,0,0,
2,134,56,5639,1023,166,1,0,1161,5639,2,611,142,14115,0,869,905,14116,2320,905,14117,
1,77,1775,9291,0,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9519,2,5,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,8,771,0,676,70,0,47,4,580,565,40,1201,1270,11,70,4,8146,0,4310,0,
1,592,5632,1235,38,60,138,151,112,0,2,592,5632,1702,1235,14024,14025,0,0,0,0,
2,10232,11,4943,308,1099,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2971,8,28,250,42,9,75,8538,0,104,324,1609,222,2971,322,12,24,8,28,0,
3,12647,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4482,0,4483,10,18,121,210,35,84,1,267,148,4482,0,4483,122,720,270,0,0,
0,13,27,282,2134,252,5,1033,1866,10,0,0,0,0,0,0,0,0,0,0,0,
1,87,2064,3,32,19,140,1,1575,22,8,2065,34,0,0,0,0,0,0,0,0,
2,11940,11941,547,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,14157,198,272,1337,4,279,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,105,8623,51,4,2982,495,4465,2497,0,2228,8624,339,2,482,30,0,0,0,0,0,
0,7,10315,1462,43,1056,225,1567,1056,356,546,1567,1478,10316,1087,356,0,0,0,0,0,
0,545,7655,274,7656,1432,1728,1729,4158,2,1432,7657,4158,2,0,0,0,0,0,0,0,
4,555,2454,11,3531,7,51,865,3532,417,6119,2454,276,228,0,155,6120,3531,12,0,0,
1,1,28,4899,60,0,222,14,124,2,4899,60,0,10117,178,56,1,10118,637,0,10119,
4,17,1,510,31,3403,0,5846,221,3404,0,106,9,5847,144,3404,106,0,3405,0,0,
1,534,397,0,896,5464,8,60,138,36,534,397,896,5464,1214,205,12863,0,0,0,0,
2,313,4887,0,47,15,286,739,350,4381,2,108,0,0,0,0,0,0,0,0,0,
1,1649,11806,2895,2,8,3,1,27,92,2823,180,3,11807,276,646,53,197,0,0,0,
3,722,2346,7,42,1334,722,1392,71,1669,2217,103,59,42,2346,0,0,0,0,0,0,
4,8,2786,2787,447,1,33,3,48,113,41,410,4066,73,585,25,470,2112,2787,2082,0,
4,1504,1505,463,496,1,64,693,106,25,1504,1505,0,463,389,2,5687,0,0,0,0,
0,13076,4457,389,3784,97,34,1131,13077,5494,1145,416,5494,0,0,0,0,0,0,0,0,
2,360,37,1380,141,10076,2012,10077,6,0,0,0,0,0,0,0,0,0,0,0,0,
2,2708,10014,986,114,59,4873,153,2,169,0,10015,292,209,317,2227,0,0,0,0,0,
4,24,2360,0,96,52,902,906,1126,902,906,10427,59,3,902,0,0,0,0,0,0,
1,3849,1013,96,257,171,242,11,505,408,646,0,47,54,538,96,3849,211,0,0,0,
4,134,64,1,0,3860,97,9635,9636,9637,0,0,0,0,0,0,0,0,0,0,0,
1,2090,4681,26,3037,9305,2,108,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3447,5964,649,3448,2,709,772,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,2229,12818,184,19,1851,6,1,11,1431,15,292,5455,520,595,12819,5295,595,10,0,0,
3,1,20,24,10604,10605,10606,1941,10607,630,12,444,3818,2503,0,2408,2,5,0,0,0,
2,350,286,112,13455,5,3359,1328,9,0,0,0,0,0,0,0,0,0,0,0,0,
3,5449,532,502,5281,12790,12791,2325,69,3,12792,0,12793,5449,193,905,5,9,0,0,0,
0,2481,5024,1133,10676,10677,10678,444,3187,1409,249,3187,1409,249,0,0,0,0,0,0,0,
1,1252,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4921,10182,91,35,79,4118,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5,644,3922,1340,3922,1340,18,7,5,1684,43,0,0,0,0,0,0,0,0,0,
2,1,2,2038,176,104,7,28,4035,399,1,98,2116,7329,1983,12,24,8,0,0,0,
2,383,395,449,4232,7935,1,33,7936,2885,73,2886,2079,7937,897,2163,62,286,0,0,0,
1,10575,3969,1026,7,753,5,2857,16,33,31,0,0,0,0,0,0,0,0,0,0,
0,38,3598,3599,852,8,3598,90,23,6272,0,3599,852,0,0,0,0,0,0,0,0,
4,1601,2520,112,18,475,9,1601,386,1601,2520,112,18,475,9,0,0,0,0,0,0,
0,9567,155,9568,460,9569,9570,1556,802,0,0,0,0,0,0,0,0,0,0,0,0,
2,14277,90,499,85,1821,1,20,1206,71,1469,4889,4496,1131,14278,4,1585,0,0,0,0,
0,949,5968,5969,1291,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4,5,1935,486,4261,6,129,129,129,0,0,0,0,0,0,0,0,0,0,0,
0,11688,11689,5235,43,11690,5,773,56,3,414,4828,11691,40,0,0,0,0,0,0,0,
3,7533,7534,7535,4125,7536,103,7,4084,333,939,61,81,1719,785,238,698,0,0,0,0,
3,45,453,705,9770,9771,0,9772,7,74,0,0,0,0,0,0,0,0,0,0,0,
0,1718,8990,126,2834,8991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,17,1,690,719,29,8745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,138,49,2343,697,5355,39,129,138,49,2343,697,3,27,5355,0,0,0,0,0,0,
0,7231,3375,821,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,17,1493,79,0,443,125,12827,1210,17,34,4,32,24,9,0,0,0,0,0,0,
3,8046,4276,0,8047,8048,4277,1555,1175,90,1509,23,536,0,418,24,0,36,0,0,0,
3,5,1350,55,8303,3,181,640,1114,3,55,0,403,0,0,0,0,0,0,0,0,
1,6428,64,392,1569,15,2,3668,3349,959,6429,3669,6430,13,4,5,14,0,0,0,0,
4,1,690,925,73,293,25,1,3321,580,122,1,89,0,2,926,0,5666,12,61,1,
3,4995,174,262,14269,14270,320,88,282,64,3,14271,1000,0,14272,0,4,14273,0,0,0,
1,13,178,757,1469,411,0,137,4381,108,1406,8415,739,350,0,0,0,0,0,0,0,
0,9484,9485,2941,9486,2502,1973,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1058,12369,12370,1050,1,4607,366,1,2209,760,115,2156,0,104,46,531,0,0,0,0,
3,4578,380,4579,0,1119,4579,0,1119,2,32,989,0,4,418,6,0,0,0,0,0,
4,52,1311,1616,14,1942,1616,153,559,1683,59,1580,211,1696,46,1616,0,0,0,0,0,
4,52,1992,3644,2526,1992,3644,2526,485,0,36,6369,496,6,83,1131,496,0,36,0,0,
0,90,5143,400,11121,312,0,11122,1435,836,1040,1312,987,5143,809,2296,1272,609,0,0,0,
0,3236,13837,262,13838,4,5,603,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1219,330,10553,319,786,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,827,67,32,0,13154,107,88,7,1106,0,442,827,67,4109,5412,13155,31,0,0,0,
3,10700,67,0,188,10701,11,10702,2032,67,0,116,2,1741,36,157,0,0,0,0,0,
2,1624,1998,8,3652,1,227,0,1998,879,6390,2533,3653,87,379,601,4,539,0,0,0,
3,40,223,833,63,10,0,8961,668,256,1327,280,299,8962,307,0,0,0,0,0,0,
4,2443,330,5,206,10,65,532,844,1101,3,251,222,65,532,844,1101,0,0,0,0,
2,5,16,3542,1735,7861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,32,24,7,388,1545,4,5137,685,0,0,0,0,0,0,0,0,0,0,0,
3,388,4334,2934,1195,13,45,7,4334,2934,0,47,19,31,4101,1195,0,0,0,0,0,
1,390,6831,61,394,786,759,44,738,42,5,1012,4,60,352,0,0,0,0,0,0,
1,28,217,732,53,42,5,118,1099,0,0,0,0,0,0,0,0,0,0,0,0,
4,13,566,51,4,10731,10732,0,247,10733,10734,0,0,0,0,0,0,0,0,0,0,
3,17,1805,0,12985,59,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,592,8633,1235,1999,8634,19,1221,6,27,130,1707,889,8635,46,54,1782,0,0,0,0,
4,9909,1444,2936,9,14,7,487,1,27,54,2995,1650,230,1,30,9910,9911,2276,0,0,
2,2849,119,481,0,2148,33,2849,126,46,22,64,481,33,481,0,10,5,481,0,0,
3,2468,20,575,34,64,7977,7978,7979,1217,232,2,4192,7980,7981,7982,983,0,0,0,0,
1,269,2758,13348,632,4,5,469,13349,632,1346,101,0,0,0,0,0,0,0,0,0,
3,1736,5294,5295,2298,201,10,1736,2725,2298,11980,20,164,23,614,1736,5294,3945,0,0,0,
1,928,12,982,4562,45,119,90,928,67,2072,10019,0,192,46,2072,928,67,0,0,0,
0,13901,1055,17,22,13902,1193,1584,9,1,104,1940,2550,0,0,0,0,0,0,0,0,
3,3211,5610,5611,5612,1203,22,13806,3,13807,5611,5612,1203,3222,3211,5610,0,0,0,0,0,
2,14060,14061,31,172,4278,14062,8,228,0,0,0,0,0,0,0,0,0,0,0,0,
1,38,796,1361,1,0,363,62,449,63,10,122,75,6597,2579,4,5,699,101,0,0,
1,3170,0,1217,40,45,465,21,13441,1847,1,0,801,177,4790,3,950,85,0,0,0,
0,1,20,7,464,358,53,165,3198,167,13,3198,167,61,146,339,200,121,1,0,773,
0,545,146,5310,1391,118,13598,5377,382,13599,1995,1761,570,71,13600,470,13601,0,0,0,0,
0,3708,3709,13346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2367,0,9545,1389,992,4743,50,4744,7,51,33,2367,34,2,9546,1116,50,0,0,0,
1,1433,224,1606,1981,5,47,123,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,326,73,1302,1196,1092,7325,1418,1159,12,187,4033,3806,135,239,1418,601,205,7326,7327,0,
0,2617,43,2013,1360,6729,8,2048,2617,43,2013,1360,6730,8,2048,0,0,0,0,0,0,
2,14256,14257,2636,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,0,23,104,4,3586,66,158,12,982,178,25,2486,13,2486,14,76,0,0,0,
3,10,3,12,25,3,3383,1884,3383,184,1268,3,1089,1081,2390,3,953,1269,114,10,0,
1,4444,4445,26,2,610,1525,182,2974,746,4444,2586,8550,1726,746,0,0,0,0,0,0,
3,223,48,291,10,0,19,460,825,87,19,2011,0,13489,2904,0,0,0,0,0,0,
2,5510,14317,18,5,14318,0,9,5466,322,30,1737,18,5,2965,26,12,0,0,0,0,
0,358,2142,0,1210,14,1,2,2142,0,153,1210,7627,0,785,1,1521,453,0,0,0,
1,10355,2985,3173,1533,6,10356,3173,4971,10357,10358,3055,4971,10359,815,10360,360,4358,0,0,0,
2,3082,3888,4,516,352,121,161,149,65,0,0,0,0,0,0,0,0,0,0,0,
2,4447,0,14,138,0,4447,2,2081,495,3,8557,0,452,63,8558,2195,8559,43,284,0,
0,11938,4760,91,165,5,5,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,404,38,3041,2175,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,8,2112,268,0,1510,161,149,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,263,966,2,533,5069,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,227,0,4425,159,0,740,2770,8529,179,6,75,79,4426,11,8530,159,3,10,0,0,
2,14384,0,14385,4,68,947,44,14386,4534,0,0,0,0,0,0,0,0,0,0,0,
0,2456,1095,491,13881,4535,0,3754,110,13882,181,0,2690,43,12,0,0,0,0,0,0,
0,13,4142,214,9841,9842,0,9843,8,147,2236,1471,9844,9845,0,0,0,0,0,0,0,
1,202,4607,2,3038,27,109,1550,87,682,2,9088,4,4608,3,4,5,60,0,0,0,
4,464,1870,2378,73,17,26,205,5778,5779,464,1870,29,205,23,580,1263,0,0,0,0,
0,2473,3892,14,83,3892,2,2670,0,6929,2670,6930,0,6931,2008,265,2670,0,0,0,0,
1,117,1051,397,0,1753,4948,48,1021,331,19,10263,4949,62,59,99,214,0,0,0,0,
3,2839,723,676,39,1,0,1990,2,7636,7637,3,7638,27,7,7639,0,0,0,0,0,
3,714,2033,0,392,2,5,1,33,3,1009,12,24,19,80,90,354,0,0,0,0,
1,589,43,68,10,0,1977,932,738,1963,0,0,0,0,0,0,0,0,0,0,0,
2,119,9469,24,5,2,9470,1313,9471,3791,0,0,0,0,0,0,0,0,0,0,0,
0,125,149,58,18,328,56,1388,0,13567,1408,5264,13568,2344,0,0,0,0,0,0,0,
4,9372,11,4697,4698,17,80,18,1076,9373,9374,34,2426,253,506,442,543,0,0,0,0,
4,2997,1759,2513,1094,1,1126,202,2997,631,658,0,359,117,8774,3,50,795,0,0,0,
3,285,25,1,28,0,61,12,61,637,1,11,215,11834,215,25,11835,3,20,321,1032,
0,2537,9449,9450,9451,4675,9452,2,48,5,2847,133,8,3453,0,0,0,0,0,0,0,
2,1784,9540,0,913,1028,2,12,24,18,5,9541,16,196,181,9542,0,0,0,0,0,
0,4,7388,25,38,165,1034,262,1088,519,165,207,1034,320,1385,40,4067,55,0,64,0,
4,134,604,86,14,124,1,1889,506,8479,32,24,1152,23,4399,585,315,0,0,0,0,
1,823,53,38,224,245,126,19,237,92,2088,3229,92,3,31,77,28,3,356,0,0,
1,10339,746,10340,82,10341,76,4542,1419,0,4968,1738,746,2,5,14,0,0,0,0,0,
4,5,11,6514,4,469,197,800,200,3,29,2018,24,3705,211,204,114,5,3706,0,0,
3,23,723,3543,0,3544,149,83,131,6146,18,6147,96,2465,32,26,1322,9,21,25,25,
3,1706,2298,11,2299,2298,3141,4,68,4324,0,0,0,0,0,0,0,0,0,0,0,
0,183,1487,12882,0,1351,12883,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,31,6307,77,64,1606,1981,6308,2511,3613,2511,19,64,6,298,3613,0,36,54,0,0,
3,13194,139,38,470,107,3778,0,1031,42,31,13195,0,0,0,0,0,0,0,0,0,
4,62,30,12,41,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4461,2227,1192,333,104,19,110,1,1781,1429,1472,209,2227,1192,4462,1080,0,0,0,0,
0,8290,2942,1426,5,47,187,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,55,3269,12189,66,2847,6,153,2983,66,218,12190,1313,285,4196,218,5,0,0,0,0,
0,931,446,2393,3799,0,590,611,11188,150,290,11189,611,533,0,590,1097,0,0,0,0,
2,1499,0,3267,1499,193,3850,412,5,2322,820,87,2,643,3636,87,2,12137,0,0,0,
3,183,5,662,727,4,6268,6269,116,2,6270,0,157,0,0,0,0,0,0,0,0,
0,164,878,5371,0,728,1,20,7,456,67,1331,878,5371,0,728,12,91,0,0,0,
3,1877,207,3710,5,47,6523,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,128,1,296,1,0,49,1,12,572,751,591,591,1706,2,5,114,188,7393,2,108,
0,1,2525,5366,6,2134,125,11,146,15,204,54,10,122,4678,2224,2721,0,0,0,0,
1,203,44,1786,268,620,5018,310,0,651,466,237,139,257,1,37,866,0,0,0,0,
0,13,7,13242,43,3271,113,5525,4237,88,82,0,0,0,0,0,0,0,0,0,0,
0,12400,4,35,297,1617,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,44,164,337,2431,439,1331,2431,898,57,109,103,4,3692,2,2782,164,3,54,0,0,
4,8,606,268,0,4049,7350,7351,2780,0,0,0,0,0,0,0,0,0,0,0,0,
3,2976,44,11627,110,11628,463,4,11629,6,0,0,0,0,0,0,0,0,0,0,0,
0,32,19,128,1,302,57,81,791,7907,0,0,0,0,0,0,0,0,0,0,0,
0,5542,5543,1839,533,571,530,129,21,21,21,5542,5543,1839,533,571,1458,0,0,0,0,
2,20,33,23,13787,16,13788,2650,0,299,572,82,256,7,1409,280,13,7,0,0,0,
0,5607,5608,564,5608,564,7,5607,43,116,54,433,449,174,13794,13795,46,0,0,0,0,
4,1335,10845,253,1510,0,1335,10846,80,338,18,156,126,10847,1341,53,10848,0,0,0,0,
4,259,5162,1298,510,1538,266,204,25,5162,1298,510,1538,2,11255,0,6,1,41,510,0,
3,6814,6815,6816,475,374,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12839,545,274,887,616,43,107,88,4,48,12840,625,1181,12841,0,0,0,0,0,0,
4,2752,1223,2752,9582,19,154,35,84,9583,58,9584,0,104,361,57,65,21,21,21,21,
2,2108,214,189,4,2754,39,138,2108,0,2755,203,17,189,7256,2109,4006,0,0,0,0,
4,1,0,11796,217,1645,47,4,297,1,246,1498,1109,0,48,1358,2742,1797,0,0,0,
3,3854,6845,126,26,179,6846,0,6847,0,0,0,0,0,0,0,0,0,0,0,0,
0,4285,274,51,9173,3,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,75,4821,1,189,3038,363,2387,13917,903,177,3273,1028,2,2986,1208,0,0,0,0,0,
1,5171,11283,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,13,27,12345,368,15,4,5376,948,5376,0,12346,2,5,12347,9,0,0,0,0,0,
4,8078,213,4290,8079,1223,567,6,2384,376,160,0,0,0,0,0,0,0,0,0,0,
0,8946,82,1514,8947,8948,2599,2,8949,6,8950,2214,8951,0,0,0,0,0,0,0,0,
3,93,6281,419,6282,76,6283,6284,602,0,3474,563,30,664,251,664,10,0,0,0,0,
4,247,14,1,0,247,59,446,409,80,711,6,40,578,3093,0,0,0,0,0,0,
1,38,541,1872,3275,1451,18,12336,12337,664,12338,5108,12339,1871,2646,0,12340,87,54,0,0,
2,38,4701,9379,0,9380,9381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,4110,32,4,413,7,726,726,583,1717,797,797,67,0,868,21,0,0,0,0,0,
3,12629,19,12630,12631,0,218,12632,12633,0,0,0,0,0,0,0,0,0,0,0,0,
4,8,71,79,2026,79,2026,260,472,3721,6551,2026,17,300,36,29,4,9,0,0,0,
4,17,1,0,10560,366,1425,1,2,1076,1816,78,422,114,10561,360,0,0,0,0,0,
4,7731,359,30,0,166,8,196,181,2796,0,0,0,0,0,0,0,0,0,0,0,
3,8066,89,515,2664,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,753,12909,4,35,358,35,337,0,0,0,0,0,0,0,0,0,0,0,0,0,
